local_path,matched_canonical,combined_score,phash_distance,confidence
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c1d70b9caca61147b103.jpg,how-to-make-grocery-shopping-cheaper_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c1d70b9caca61147b107.jpg,how-to-store-fruits-and-vegetables-properly_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c1d90b9caca61147b114.jpg,high-protein-high-fiber-meals-for-weight-loss_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c1d90b9caca61147b116.jpg,freezer-meal-prep-ideas-for-beginners_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c1da0b9caca61147b11a.jpg,how-to-store-fresh-herbs-to-last-longer_v4.jpg,1,2,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c1da0b9caca61147b11e.jpg,chia-pudding-variations-for-breakfast_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7e93db7c47a925eca0e.jpg,artichoke-recipes-for-gut-health_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7e93db7c47a925eca10.jpg,tabbouleh-salad-high-fiber-bulgur_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7e93db7c47a925eca12.jpg,best-way-to-store-avocados-to-stop-browning_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ea3db7c47a925eca14.jpg,gut-health-tea-peppermint-ginger_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ea3db7c47a925eca16.jpg,grocery-shopping-list-for-healthy-eating-on-a-budget_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ea3db7c47a925eca18.jpg,high-fiber-salad-dressings-homemade_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ea3db7c47a925eca1a.jpg,how-to-revive-wilted-lettuce-and-greens_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7eb3db7c47a925eca1c.jpg,high-protein-high-fiber-meals-for-weight-loss_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7eb3db7c47a925eca1f.jpg,how-to-store-fresh-herbs-to-last-longer_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ec3db7c47a925eca23.jpg,batch-cooking-for-beginners-weekly-guide_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ec3db7c47a925eca25.jpg,oatmeal-vs-grits-fiber-content_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ec3db7c47a925eca27.jpg,high-fiber-bran-muffins-that-taste-good_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ed3db7c47a925eca29.jpg,how-to-meal-prep-on-a-budget-for-one-person_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ed3db7c47a925eca2b.jpg,easy-high-fiber-breakfast-ideas-for-gut-health_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ed3db7c47a925eca2f.jpg,high-fiber-yogurt-parfait-for-breakfast_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ee3db7c47a925eca31.jpg,how-to-meal-prep-on-a-budget-for-one-person_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ee3db7c47a925eca33.jpg,high-fiber-fast-food-options-guide_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ee3db7c47a925eca35.jpg,split-pea-soup-recipe-high-fiber_v1.jpg,1,2,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ee3db7c47a925eca37.jpg,how-to-reduce-food-waste-at-home-easy-tips_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ef3db7c47a925eca39.jpg,pear-salad-with-walnuts-fiber-rich_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ef3db7c47a925eca40.jpg,whole-wheat-vs-white-pasta-fiber_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f03db7c47a925eca42.jpg,how-to-meal-prep-on-a-budget-for-one-person_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f03db7c47a925eca44.jpg,how-to-store-fruits-and-vegetables-properly_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f03db7c47a925eca46.jpg,how-to-make-grocery-shopping-cheaper_v4.jpg,1,2,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f13db7c47a925eca4a.jpg,freezer-meal-prep-ideas-for-beginners_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f23db7c47a925eca4e.jpg,high-fiber-stir-fry-vegetables_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f23db7c47a925eca52.jpg,chia-pudding-variations-for-breakfast_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f23db7c47a925eca54.jpg,split-pea-soup-recipe-high-fiber_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f33db7c47a925eca56.jpg,high-fiber-cauliflower-rice-recipes_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f33db7c47a925eca58.jpg,how-to-organize-a-small-kitchen-on-a-budget_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f43db7c47a925eca5e.jpg,artichoke-recipes-for-gut-health_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f43db7c47a925eca62.jpg,high-fiber-hummus-recipe-homemade_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f53db7c47a925eca6a.jpg,how-to-store-fresh-herbs-to-last-longer_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f53db7c47a925eca6e.jpg,water-and-fiber-the-golden-rule_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f63db7c47a925eca70.jpg,popcorn-vs-potato-chips-fiber-comparison_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f63db7c47a925eca74.jpg,vegan-high-fiber-meal-prep-for-week_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f63db7c47a925eca76.jpg,whole-wheat-vs-white-pasta-fiber_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f73db7c47a925eca78.jpg,best-way-to-store-avocados-to-stop-browning_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f73db7c47a925eca7c.jpg,how-to-keep-bread-fresh-longer-without-mold_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f83db7c47a925eca7e.jpg,how-to-read-nutrition-labels-for-beginners_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7f93db7c47a925eca84.jpg,artichoke-recipes-for-gut-health_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fa3db7c47a925eca8a.jpg,high-fiber-stir-fry-vegetables_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fa3db7c47a925eca8c.jpg,split-pea-soup-recipe-high-fiber_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fb3db7c47a925eca90.jpg,how-to-revive-wilted-lettuce-and-greens_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fb3db7c47a925eca92.jpg,30-day-high-fiber-challenge-meal-plan_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fc3db7c47a925eca9a.jpg,how-to-store-fruits-and-vegetables-properly_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fc3db7c47a925eca9c.jpg,how-to-revive-wilted-lettuce-and-greens_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fd3db7c47a925eca9e.jpg,high-fiber-stir-fry-vegetables_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fe3db7c47a925ecaa6.jpg,how-to-freeze-bananas-for-smoothies_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7fe3db7c47a925ecaa8.jpg,high-fiber-popcorn-toppings-healthy_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ff3db7c47a925ecaae.jpg,chia-pudding-variations-for-breakfast_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ff3db7c47a925ecab2.jpg,how-to-organize-a-small-kitchen-on-a-budget_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c7ff3db7c47a925ecab4.jpg,high-fiber-pizza-crust-cauliflower_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8013db7c47a925ecabf.jpg,how-to-freeze-bananas-for-smoothies_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8013db7c47a925ecac2.jpg,how-to-organize-a-small-kitchen-on-a-budget_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8023db7c47a925ecac6.jpg,how-to-freeze-bananas-for-smoothies_v1.jpg,2,2,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8043db7c47a925ecad8.jpg,whole-wheat-vs-white-pasta-fiber_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8053db7c47a925ecadc.jpg,best-way-to-store-avocados-to-stop-browning_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8053db7c47a925ecae0.jpg,how-to-store-fruits-and-vegetables-properly_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8063db7c47a925ecae8.jpg,black-bean-brownies-hidden-fiber-dessert_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8073db7c47a925ecaee.jpg,high-fiber-stir-fry-vegetables_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8083db7c47a925ecaf0.jpg,chia-pudding-variations-for-breakfast_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8083db7c47a925ecaf2.jpg,whole-wheat-vs-white-pasta-fiber_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c80a3db7c47a925ecb04.jpg,how-to-read-nutrition-labels-for-beginners_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c80b3db7c47a925ecb08.jpg,how-to-store-fresh-herbs-to-last-longer_v2.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c80d3db7c47a925ecb18.jpg,best-way-to-store-avocados-to-stop-browning_v4.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c80d3db7c47a925ecb1a.jpg,how-to-make-grocery-shopping-cheaper_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c80e3db7c47a925ecb1e.jpg,how-to-store-fruits-and-vegetables-properly_v3.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c80f3db7c47a925ecb2a.jpg,high-protein-high-fiber-meals-for-weight-loss_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8103db7c47a925ecb2c.jpg,freezer-meal-prep-ideas-for-beginners_v1.jpg,0,0,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8103db7c47a925ecb30.jpg,how-to-store-fresh-herbs-to-last-longer_v4.jpg,1,2,high
C:\Users\offic\Desktop\dlh-fresh\publer published\69b1c8113db7c47a925ecb34.jpg,chia-pudding-variations-for-breakfast_v4.jpg,0,0,high
